title,link,type_link,user_name,price,last_month_publish,date_publish,visits,room,bathroom,car_parking,suftace_area,count_photo,urgent_promotion,top_promotion,presale_promotion,address,ad_latitude,ad_longitude,extra_data,description,ad_type,ad_page,date_scraping,source
"Departamentos en Venta en Cervantes 101 en Miguel Hidalgo, CDMX",/d-desarrollo-cervantes-101/62cc7981cb0e849cf09be619,d,Cervantes 101,4035000,0.0,2022-07-01,0.0,13,0,0,51132,15,-,-,Nuevo - Preventa,"Blvd. Miguel de Cervantes Saavedra 101 Granada Miguel Hidalgo, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:51-132m2', 'Recámara(s):1-3', 'Baños:1-2', 'Medio Baños:—', 'Garage:1-2', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:—']","El desarrollo para vivir Polanco, Cervantes 101 será un referente de la zona con su maravillosa ubicación ya que podrás vivir Polanco caminando. 

En la misma calle que Museo Soumaya, plaza Carso y a espaldas de Ejercito Nacional, experimentarás el gozo de lo que la zona ofrece para ti. 


Departamentos desde 51m² hasta 114m² con las mejores amenidades de la zona, como Kids lab, teatro y piscina para niños, Green bar, Sauna, GYM y jet pool para ti y tus visitas, entre otras muchas mas amenidades. 

Conoce la que será tu opción A para elegir el hogar de tus sueños.


		 Class Experiencia Inmobiliaria",promoted,16,2022-07-23,vivanuncios
"Departamentos en Venta en EGM 141 en Cuauhtémoc, CDMX",/d-desarrollo-egm-141/62c8b9bccb0e8530a496834a,d,EGM 141,3038900,0.0,2022-07-01,0.0,2,0,0,6582,3,-,-,Nuevo - Preventa,"C. Dr. Enrique González Martínez 143, Sta María la Ribera, Cuauhtémoc, 06400, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:65-82m2', 'Recámara(s):2', 'Baños:1-2', 'Medio Baños:1', 'Garage:1-2', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:—']","Deptos de dos recamaras. Muy comodos y SUPER bIEN UBICADOS.

1 y 2 Cajones * Roof privado, común y terrazas privadas

Class Experiencia Inmobiliaria",promoted,16,2022-07-23,vivanuncios
Casa en venta en Zibata,/a-casas-en-venta/zibata/casa-en-venta-en-zibata/1003806656440911175821709,a,CASAS TOP,4100000,23.0,2020-08-10,22.0,4,4,2,180,20,-,Destacado,-,,20.680443,-100.342369,"['Recámara(s):4', 'Baños:4+', 'Garage:2', 'Terreno:180m2', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
DEPARTAMENTO 2 RECAMARAS CON AMPLIAS AMENIDADES CON ALBERCA Y CANCHA DEPORTIVA SEGURIDAD LAS 24 HRS,/a-departamentos-en-venta/puebla-pue/departamento-2-recamaras-con-amplias-amenidades-con-alberca-y-cancha-deportiva-seguridad-las-24-hrs/1003810959960910921173909,a,OCEANS RED INMOBILIARIA,650000,9.0,2021-10-04,3.0,2,1,1,0,23,-,Destacado,-,,19.04143,-98.20627,"['Recámara(s):2', 'Baños:1', 'Garage:1', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
"Casa en Venta en Condominio Cotto Novo, El Mirador, Querétaro",/a-casas-en-venta/el-marques/casa-en-venta-en-condominio-cotto-novo-el-mirador-queretaro/1003802564020910953750909,a,Alfa Inmobiliaria La Vid,2200000,1.0,2022-06-01,24.0,2,2,0,94,14,-,Destacado,-,,20.59795,-100.33525,"['Recámara(s):2', 'Baños:2', 'Medio Baños:1', 'Terreno:94m2', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
BONITO DEPARTAMENTO ELEVADOR VIGILANCIA PRIMER PISO APROVECHE,/a-departamentos-en-venta/colinas-de-san-jose/bonito-departamento-elevador-vigilancia-primer-piso-aproveche/1003788967670911270980909,a,IVAN FABIAN ARIAS,1950000,3.0,2022-04-02,70.0,2,2,1,0,21,-,Destacado,-,,19.52675,-99.09161,"['Recámara(s):2', 'Baños:2', 'Garage:1', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
"Departamento  en Preventa en Corintio Azcapotzalco en CDMX,  2 Recámaras",/a-casas-en-venta/san-francisco-tetecala/departamento-en-preventa-en-corintio-azcapotzalco-en-cdmx-2-recamaras/1003651114360911263830009,a,Corintio Azcapotzalco,2601851,1.0,2022-06-01,193.0,2,2,1,67,20,-,Destacado,-,,19.47908,-99.19269,"['Recámara(s):2', 'Baños:2', 'Garage:1', 'Terreno:67m2', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
"Departamento en Venta en Vida Vallejo, Coltongo, 2 Recámaras",/a-departamentos-en-venta/coltongo/departamento-en-venta-en-vida-vallejo-coltongo-2-recamaras/1003476907000911188610009,a,Vida Vallejo,2509272,2.0,2022-05-02,368.0,2,2,1,72,19,-,Destacado,-,,19.48194,-99.15338,"['Recámara(s):2', 'Baños:2', 'Garage:1', 'Terreno:72m2', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
"Departamento en Venta en Vida Vallejo, Coltongo, 2 Recámaras",/a-departamentos-en-venta/coltongo/departamento-en-venta-en-vida-vallejo-coltongo-2-recamaras/1003476899570911188610009,a,Vida Vallejo,2506960,2.0,2022-05-02,337.0,2,1,1,72,19,-,Destacado,-,,19.48194,-99.15339,"['Recámara(s):2', 'Baños:1', 'Garage:1', 'Terreno:72m2', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
"Departamento en Venta en Vida Vallejo, Coltongo, 2 Recámaras",/a-departamentos-en-venta/coltongo/departamento-en-venta-en-vida-vallejo-coltongo-2-recamaras/1003476892740911188610009,a,Vida Vallejo,2466343,2.0,2022-05-02,474.0,2,2,1,64,19,-,Destacado,-,,19.48194,-99.15339,"['Recámara(s):2', 'Baños:2', 'Garage:1', 'Terreno:64m2', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
"Departamento  en Preventa en Corintio Azcapotzalco en CDMX,  2 Recámaras",/a-casas-en-venta/san-francisco-tetecala/departamento-en-preventa-en-corintio-azcapotzalco-en-cdmx-2-recamaras/1003731028570911263830009,a,Corintio Azcapotzalco,2637995,9.0,2021-10-04,68.0,2,2,1,63,20,-,Destacado,-,,19.47908,-99.19269,"['Recámara(s):2', 'Baños:2', 'Garage:1', 'Terreno:63m2', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
"Departamento  en Preventa en Corintio Azcapotzalco en CDMX,  2 Recámaras",/a-departamentos-en-venta/san-francisco-tetecala/departamento-en-preventa-en-corintio-azcapotzalco-en-cdmx-2-recamaras/1003651147840911263830009,a,Corintio Azcapotzalco,2494461,1.0,2022-06-01,369.0,2,1,2,112,20,-,Destacado,-,,19.47908,-99.19269,"['Recámara(s):2', 'Baños:1', 'Garage:2', 'Terreno:112m2', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
"Departamento  en Preventa en Corintio Azcapotzalco en CDMX,  3 Recámaras",/a-departamentos-en-venta/san-francisco-tetecala/departamento-en-preventa-en-corintio-azcapotzalco-en-cdmx-3-recamaras/1003651146290911263830009,a,Corintio Azcapotzalco,3139372,1.0,2022-06-01,310.0,3,2,1,77,20,-,Destacado,-,,19.47908,-99.19269,"['Recámara(s):3', 'Baños:2', 'Garage:1', 'Terreno:77m2', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
"Departamento en Venta en Vida Vallejo, Coltongo, 2 Recámaras",/a-departamentos-en-venta/coltongo/departamento-en-venta-en-vida-vallejo-coltongo-2-recamaras/1003476878870911188610009,a,Vida Vallejo,2254435,2.0,2022-05-02,895.0,2,1,1,65,19,-,Destacado,-,,19.48194,-99.15339,"['Recámara(s):2', 'Baños:1', 'Garage:1', 'Terreno:65m2', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
"Áurea Residentes, Deptos. Con acabados Europeos con Vista al Campo de Golf en Interlo, 4 recámaras.",/a-departamentos-en-venta/lomas-country-club/aurea-residentes-deptos-con-acabados-europeos-con-vista-al-campo-de-golf-en-interlo-4-recamaras/1003710917720911168570009,a,Aurea Residences,30734985,10.0,2021-09-04,89.0,4,4,3,589,25,-,Destacado,-,,19.39946,-99.28665,"['Recámara(s):4', 'Baños:4+', 'Medio Baños:1', 'Garage:3', 'Terreno:589m2', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
"Áurea Residentes, Deptos. Con acabados Europeos con Vista al Campo de Golf en Interlo, 3 recámaras.",/a-departamentos-en-venta/lomas-country-club/aurea-residentes-deptos-con-acabados-europeos-con-vista-al-campo-de-golf-en-interlo-3-recamaras/1003710917730911168570009,a,Aurea Residences,19490746,10.0,2021-09-04,51.0,3,3,3,338,25,-,Destacado,-,,19.39946,-99.28665,"['Recámara(s):3', 'Baños:3', 'Medio Baños:1', 'Garage:3', 'Terreno:338m2', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
"Áurea Residentes, Deptos. Con acabados Europeos con Vista al Campo de Golf en Interlo, 3 recámaras.",/a-departamentos-en-venta/lomas-country-club/aurea-residentes-deptos-con-acabados-europeos-con-vista-al-campo-de-golf-en-interlo-3-recamaras/1003710910870911168570009,a,Aurea Residences,13937419,10.0,2021-09-04,64.0,3,3,3,247,25,-,Destacado,-,,19.39946,-99.28665,"['Recámara(s):3', 'Baños:3', 'Medio Baños:1', 'Garage:3', 'Terreno:247m2', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
"Áurea Residentes, Deptos. Con acabados Europeos con Vista al Campo de Golf en Interlo, 2 recámaras.",/a-departamentos-en-venta/lomas-country-club/aurea-residentes-deptos-con-acabados-europeos-con-vista-al-campo-de-golf-en-interlo-2-recamaras/1003710910880911168570009,a,Aurea Residences,9450000,10.0,2021-09-04,75.0,2,2,2,169,25,-,Destacado,-,,19.39946,-99.28665,"['Recámara(s):2', 'Baños:2', 'Medio Baños:1', 'Garage:2', 'Terreno:169m2', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
"Áurea Residentes, Deptos. Con acabados Europeos con Vista al Campo de Golf en Interloma, 3 recámaras",/a-departamentos-en-venta/lomas-country-club/aurea-residentes-deptos-con-acabados-europeos-con-vista-al-campo-de-golf-en-interloma-3-recamaras/1003710913850911168570009,a,Aurea Residences,12029216,10.0,2021-09-04,45.0,3,3,3,216,25,-,Destacado,-,,19.39946,-99.28665,"['Recámara(s):3', 'Baños:3', 'Medio Baños:1', 'Garage:3', 'Terreno:216m2', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
"Departamento en Venta en Vida Vallejo, Coltongo, 3 Recámaras",/a-departamentos-en-venta/coltongo/departamento-en-venta-en-vida-vallejo-coltongo-3-recamaras/1003476906200911188610009,a,Vida Vallejo,4556943,2.0,2022-05-02,621.0,3,3,2,130,19,-,Destacado,-,,19.48194,-99.15339,"['Recámara(s):3', 'Baños:3', 'Garage:2', 'Terreno:130m2', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
"Departamento en Venta en Vida Vallejo, Coltongo, 2 Recámaras",/a-departamentos-en-venta/coltongo/departamento-en-venta-en-vida-vallejo-coltongo-2-recamaras/1003476904330911188610009,a,Vida Vallejo,2816888,2.0,2022-05-02,425.0,2,2,1,73,19,-,Destacado,-,,19.48194,-99.15339,"['Recámara(s):2', 'Baños:2', 'Garage:1', 'Terreno:73m2', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
"Departamento en Venta en Vida Vallejo, Coltongo, 2 Recámaras",/a-departamentos-en-venta/coltongo/departamento-en-venta-en-vida-vallejo-coltongo-2-recamaras/1003476900210911188610009,a,Vida Vallejo,2438536,2.0,2022-05-02,436.0,2,2,1,70,19,-,Destacado,-,,19.48194,-99.15339,"['Recámara(s):2', 'Baños:2', 'Garage:1', 'Terreno:70m2', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
"Áurea Residentes, Deptos. Con acabados Europeos con Vista al Campo de Golf en Interlo, 4 recámaras.",/a-departamentos-en-venta/lomas-country-club/aurea-residentes-deptos-con-acabados-europeos-con-vista-al-campo-de-golf-en-interlo-4-recamaras/1003710919440911168570009,a,Aurea Residences,26269829,10.0,2021-09-04,65.0,4,4,3,515,25,-,Destacado,-,,19.39946,-99.28665,"['Recámara(s):4', 'Baños:4+', 'Medio Baños:1', 'Garage:3', 'Terreno:515m2', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
"Áurea Residentes, Deptos. Con acabados Europeos con Vista al Campo de Golf en Interlo, 3 recámaras.",/a-departamentos-en-venta/lomas-country-club/aurea-residentes-deptos-con-acabados-europeos-con-vista-al-campo-de-golf-en-interlo-3-recamaras/1003710919420911168570009,a,Aurea Residences,11173007,10.0,2021-09-04,76.0,3,3,3,199,25,-,Destacado,-,,19.39946,-99.28665,"['Recámara(s):3', 'Baños:3', 'Medio Baños:1', 'Garage:3', 'Terreno:199m2', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
"Villa en Venta en Acapulco, Guerrero, Zona Diamante, Blvd. de Las Naciones junto a Viaducto Diamante",/a-departamentos-en-venta/granjas-del-marques/villa-en-venta-en-acapulco-guerrero-zona-diamante-blvd-de-las-naciones-junto-a-viaducto-diamante/1003562522450911023060209,a,Venta de Casas y Departamentos en Acapulco,3090000,2.0,2022-05-02,631.0,3,3,2,128,12,-,Destacado,-,,16.78997,-99.80059,"['Recámara(s):3', 'Baños:3', 'Garage:2', 'Terreno:128m2', 'Vendedor(a):Inmobiliaria']",-,regular,16,2022-07-23,vivanuncios
"Casas en Venta en Sibaria Residencial, El Palomar",/d-desarrollo-sibaria-residencial/5e78e7714f0ca17d64b7c84c,d,SIBARIA,4317750,0.0,2022-07-01,0.0,4,0,0,136,0,-,-,Nuevo - Preventa,"Av. Adolfo López Mateos Sur 1710, San José del Tajo, El Palomar, 45645 Tlajomulco de Zúñiga, Jal.",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:136m2', 'Recámara(s):4', 'Baños:4+', 'Medio Baños:—', 'Garage:2', 'Año de Construccion:2019', 'Superficie Total:—', 'Entrega:mayo 2020']","Casas en Venta en Sibaria Residencial, El Palomar 

Sibaria Residencial es distinto a lo que conoces e igual a lo que buscas para tu familia, es un lugar para vivir de nuevo con la seguridad y libertad de antes, con SIBARIA vuelven los espacios abiertos, lo reconfortante de la vida segura, en medio de la naturaleza y el aire libre, con un horizonte que inspira lo bueno de la vida y a unos pasos de todo aquello que buscas al salir.

 Sibaria Residencial, Espacios de Paz y Tranquilidad.",promoted,17,2022-07-23,vivanuncios
"Departamentos en Venta en EGM 141 en Cuauhtémoc, CDMX",/d-desarrollo-egm-141/62c8b9bccb0e8530a496834a,d,EGM 141,3038900,0.0,2022-07-01,0.0,2,0,0,6582,3,-,-,Nuevo - Preventa,"C. Dr. Enrique González Martínez 143, Sta María la Ribera, Cuauhtémoc, 06400, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:65-82m2', 'Recámara(s):2', 'Baños:1-2', 'Medio Baños:1', 'Garage:1-2', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:—']","Deptos de dos recamaras. Muy comodos y SUPER bIEN UBICADOS.

1 y 2 Cajones * Roof privado, común y terrazas privadas

Class Experiencia Inmobiliaria",promoted,17,2022-07-23,vivanuncios
"Departamentos en Venta en Cervantes 101 en Miguel Hidalgo, CDMX",/d-desarrollo-cervantes-101/62cc7981cb0e849cf09be619,d,Cervantes 101,4035000,0.0,2022-07-01,0.0,13,0,0,51132,15,-,-,Nuevo - Preventa,"Blvd. Miguel de Cervantes Saavedra 101 Granada Miguel Hidalgo, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:51-132m2', 'Recámara(s):1-3', 'Baños:1-2', 'Medio Baños:—', 'Garage:1-2', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:—']","El desarrollo para vivir Polanco, Cervantes 101 será un referente de la zona con su maravillosa ubicación ya que podrás vivir Polanco caminando. 

En la misma calle que Museo Soumaya, plaza Carso y a espaldas de Ejercito Nacional, experimentarás el gozo de lo que la zona ofrece para ti. 


Departamentos desde 51m² hasta 114m² con las mejores amenidades de la zona, como Kids lab, teatro y piscina para niños, Green bar, Sauna, GYM y jet pool para ti y tus visitas, entre otras muchas mas amenidades. 

Conoce la que será tu opción A para elegir el hogar de tus sueños.


		 Class Experiencia Inmobiliaria",promoted,17,2022-07-23,vivanuncios
"Departamentos en Venta en Eje Central 321 en Benito Juárez, CDMX ",/d-desarrollo-eje-central-321/62c8b3d1cb0ef38ff6cb6309,d,Eje Central 321,3120800,0.0,2022-07-01,0.0,2,0,0,63157,4,-,-,Nuevo - Preventa,"Eje Central 321, Portales Norte, Benito Juárez, CDMX",0.0,0.0,"['Estatus:Preventa', 'Metros Cuadrados:63-157m2', 'Recámara(s):2', 'Baños:1-2', 'Medio Baños:—', 'Garage:1-2', 'Año de Construccion:—', 'Superficie Total:—', 'Entrega:abril 2023']","Eje Central 321 será el desarrollo que enmarcara tu futuro hogar. 

Con una ubicación envidiable, viviras con tu familia un sin fin de comercios a tu alrededor, paseos a pocas cuadras de parque de los venados, escuelas, plazas comerciales y todo cobijados por una colonia consolidada y de tradición en la CDMX.

Con Salida al sur de la ciudad por Tlalpan o al centro por Eje Central.

Departamentos con espacios pensados para familias modernas y acabados de alta gama.

Conoce el que podría ser tu futuro hogar.

Class",promoted,17,2022-07-23,vivanuncios
CASA EN BAJAMAQ EL AGUILA PRIVADA AGUILA AMERICANA TIJUANA,/a-casas-en-venta/tijuana/casa-en-bajamaq-el-aguila-privada-aguila-americana-tijuana/1003798406320911156240509,a,AIDE BARRAGAN,3050000,2.0,2022-05-02,53.0,3,1,2,57,9,-,Destacado,-,,32.49353,-116.90044,"['Recámara(s):3', 'Baños:1', 'Medio Baños:1', 'Garage:2', 'Terreno:57m2', 'Vendedor(a):Inmobiliaria']",-,regular,17,2022-07-23,vivanuncios
Casa venta en Queretaro fácil llegada desde Cdmexico dentro de condominio con sala de TV,/a-casas-en-venta/el-marques/casa-venta-en-queretaro-facil-llegada-desde-cdmexico-dentro-de-condominio-con-sala-de-tv/1003801140870911003690109,a,ORION BIENES RAÍCES DEL BAJIO.,1719000,1.0,2022-06-01,26.0,3,2,0,99,0,-,Destacado,-,,20.58922,-100.28107,"['Recámara(s):3', 'Baños:2', 'Terreno:99m2', 'Vendedor(a):Inmobiliaria']",-,regular,17,2022-07-23,vivanuncios
DEPARTAMENTO EN VENTA AL NORTE DE MÉRIDA TEMOZÓN NORTE,/a-departamentos-en-venta/temozon-norte-merida/departamento-en-venta-al-norte-de-merida-temozon-norte/1003784789830911143090009,a,VIVE MAYAB,2362170,3.0,2022-04-02,27.0,2,2,1,0,25,-,Destacado,-,,21.05472,-89.62231,"['Recámara(s):2', 'Baños:2', 'Garage:1', 'Vendedor(a):Inmobiliaria']",-,regular,17,2022-07-23,vivanuncios
"Casa  en Preventa en  La Arboleda  en Pedro Escobedo, Querétaro, 3 Recámaras.",/a-casas-en-venta/pedro-escobedo/casa-en-preventa-en-la-arboleda-en-pedro-escobedo-queretaro-3-recamaras/1003644404400911259410009,a,La Arboleda,860000,1.0,2022-06-01,3246.0,3,1,1,90,7,-,Destacado,-,,20.48492,-100.1337,"['Recámara(s):3', 'Baños:1', 'Garage:1', 'Terreno:90m2', 'Vendedor(a):Inmobiliaria']",-,regular,17,2022-07-23,vivanuncios
"Casa  en Preventa en  La Arboleda  en Pedro Escobedo, Querétaro, 3 Recámaras.",/a-casas-en-venta/pedro-escobedo/casa-en-preventa-en-la-arboleda-en-pedro-escobedo-queretaro-3-recamaras/1003644408160911259410009,a,La Arboleda,920000,1.0,2022-06-01,2029.0,3,1,1,90,7,-,Destacado,-,,20.48492,-100.1337,"['Recámara(s):3', 'Baños:1', 'Garage:1', 'Terreno:90m2', 'Vendedor(a):Inmobiliaria']",-,regular,17,2022-07-23,vivanuncios
"Casa  en Preventa en  La Arboleda  en Pedro Escobedo, Querétaro, 4 Recámaras.",/a-casas-en-venta/pedro-escobedo/casa-en-preventa-en-la-arboleda-en-pedro-escobedo-queretaro-4-recamaras/1003643694100911259410009,a,La Arboleda,1320000,1.0,2022-06-01,1617.0,4,3,2,90,8,-,Destacado,-,,20.48492,-100.1337,"['Recámara(s):4', 'Baños:3', 'Garage:2', 'Terreno:90m2', 'Vendedor(a):Inmobiliaria']",-,regular,17,2022-07-23,vivanuncios
"Casa  en Preventa en  La Arboleda  en Pedro Escobedo, Querétaro, 4 Recámaras.",/a-casas-en-venta/pedro-escobedo/casa-en-preventa-en-la-arboleda-en-pedro-escobedo-queretaro-4-recamaras/1003643694130911259410009,a,La Arboleda,1220000,1.0,2022-06-01,1242.0,4,2,1,90,8,-,Destacado,-,,20.48492,-100.1337,"['Recámara(s):4', 'Baños:2', 'Garage:1', 'Terreno:90m2', 'Vendedor(a):Inmobiliaria']",-,regular,17,2022-07-23,vivanuncios
"Departamento en Venta en Vida Vallejo, Coltongo, 3 Recámaras",/a-departamentos-en-venta/coltongo/departamento-en-venta-en-vida-vallejo-coltongo-3-recamaras/1003476902360911188610009,a,Vida Vallejo,2998819,2.0,2022-05-02,1056.0,3,2,1,83,19,-,Destacado,-,,19.48194,-99.15339,"['Recámara(s):3', 'Baños:2', 'Garage:1', 'Terreno:83m2', 'Vendedor(a):Inmobiliaria']",-,regular,17,2022-07-23,vivanuncios
"Departamento en Preventa en Vida Jacarandas, Arenal, 2 recámaras.",/a-departamentos-en-venta/arenal/departamento-en-preventa-en-vida-jacarandas-arenal-2-recamaras/1003205864190911157320509,a,Vida Jacarandas,2517003,3.0,2022-04-02,1905.0,2,1,1,70,21,-,Destacado,-,,19.46802,-99.15302,"['Recámara(s):2', 'Baños:1', 'Garage:1', 'Terreno:70m2', 'Vendedor(a):Inmobiliaria']",-,regular,17,2022-07-23,vivanuncios
"Departamento en Preventa en Vida Jacarandas, Arenal, 2 recámaras.",/a-departamentos-en-venta/arenal/departamento-en-preventa-en-vida-jacarandas-arenal-2-recamaras/1003205865190911157320509,a,Vida Jacarandas,2509305,3.0,2022-04-02,3433.0,2,2,1,67,21,-,Destacado,-,,19.46802,-99.15302,"['Recámara(s):2', 'Baños:2', 'Garage:1', 'Terreno:67m2', 'Vendedor(a):Inmobiliaria']",-,regular,17,2022-07-23,vivanuncios
"Departamento en Preventa en Corintio San Isidro 680, San Pedro Xalpa, 2 recámaras.",/a-departamentos-en-venta/san-pedro-xalpa/departamento-en-preventa-en-corintio-san-isidro-680-san-pedro-xalpa-2-recamaras/1003733811160911157660809,a,Corintio San Isidro 680,2708619,9.0,2021-10-04,103.0,2,2,1,69,5,-,Destacado,-,,19.48592,-99.21288,"['Recámara(s):2', 'Baños:2', 'Garage:1', 'Terreno:69m2', 'Vendedor(a):Inmobiliaria']",-,regular,17,2022-07-23,vivanuncios
"Departamento en Preventa en Corintio San Isidro 680, San Pedro Xalpa, 3 recámaras.",/a-departamentos-en-venta/san-pedro-xalpa/departamento-en-preventa-en-corintio-san-isidro-680-san-pedro-xalpa-3-recamaras/1003733803690911157660809,a,Corintio San Isidro 680,5437025,9.0,2021-10-04,65.0,3,2,2,143,5,-,Destacado,-,,19.48592,-99.21288,"['Recámara(s):3', 'Baños:2', 'Garage:2', 'Terreno:143m2', 'Vendedor(a):Inmobiliaria']",-,regular,17,2022-07-23,vivanuncios
"Departamento en Preventa en Corintio San Isidro 680, San Pedro Xalpa, 3 recámaras.",/a-departamentos-en-venta/san-pedro-xalpa/departamento-en-preventa-en-corintio-san-isidro-680-san-pedro-xalpa-3-recamaras/1003733801840911157660809,a,Corintio San Isidro 680,3490732,9.0,2021-10-04,42.0,3,2,1,91,5,-,Destacado,-,,19.48592,-99.21288,"['Recámara(s):3', 'Baños:2', 'Garage:1', 'Terreno:91m2', 'Vendedor(a):Inmobiliaria']",-,regular,17,2022-07-23,vivanuncios
"Departamento en Preventa en Corintio San Isidro 680, San Pedro Xalpa, 3 recámaras.",/a-departamentos-en-venta/san-pedro-xalpa/departamento-en-preventa-en-corintio-san-isidro-680-san-pedro-xalpa-3-recamaras/1003733811180911157660809,a,Corintio San Isidro 680,5284328,9.0,2021-10-04,55.0,3,2,2,138,5,-,Destacado,-,,19.48592,-99.21288,"['Recámara(s):3', 'Baños:2', 'Garage:2', 'Terreno:138m2', 'Vendedor(a):Inmobiliaria']",-,regular,17,2022-07-23,vivanuncios
"Departamento en Preventa en Corintio San Isidro 680, San Pedro Xalpa, 2 recámaras.",/a-departamentos-en-venta/san-pedro-xalpa/departamento-en-preventa-en-corintio-san-isidro-680-san-pedro-xalpa-2-recamaras/1003736388070911157660809,a,Corintio San Isidro 680,3078414,8.0,2021-11-03,48.0,2,2,1,77,5,-,Destacado,-,,19.48592,-99.21288,"['Recámara(s):2', 'Baños:2', 'Garage:1', 'Terreno:77m2', 'Vendedor(a):Inmobiliaria']",-,regular,17,2022-07-23,vivanuncios
"Departamento en Preventa en Corintio San Isidro 680, San Pedro Xalpa, 3 recámaras.",/a-departamentos-en-venta/san-pedro-xalpa/departamento-en-preventa-en-corintio-san-isidro-680-san-pedro-xalpa-3-recamaras/1003736387240911157660809,a,Corintio San Isidro 680,3424978,8.0,2021-11-03,48.0,3,2,1,87,5,-,Destacado,-,,19.48592,-99.21288,"['Recámara(s):3', 'Baños:2', 'Garage:1', 'Terreno:87m2', 'Vendedor(a):Inmobiliaria']",-,regular,17,2022-07-23,vivanuncios
"Departamento en Preventa en Corintio San Isidro 680, San Pedro Xalpa, 2 recámaras.",/a-departamentos-en-venta/san-pedro-xalpa/departamento-en-preventa-en-corintio-san-isidro-680-san-pedro-xalpa-2-recamaras/1003736390200911157660809,a,Corintio San Isidro 680,2565227,8.0,2021-11-03,115.0,2,2,1,66,5,-,Destacado,-,,19.48592,-99.21288,"['Recámara(s):2', 'Baños:2', 'Garage:1', 'Terreno:66m2', 'Vendedor(a):Inmobiliaria']",-,regular,17,2022-07-23,vivanuncios
"Departamento en Preventa en Corintio San Isidro 680, San Pedro Xalpa, 3 recámaras.",/a-departamentos-en-venta/san-pedro-xalpa/departamento-en-preventa-en-corintio-san-isidro-680-san-pedro-xalpa-3-recamaras/1003733803670911157660809,a,Corintio San Isidro 680,3544537,9.0,2021-10-04,54.0,3,2,1,91,5,-,Destacado,-,,19.48592,-99.21288,"['Recámara(s):3', 'Baños:2', 'Garage:1', 'Terreno:91m2', 'Vendedor(a):Inmobiliaria']",-,regular,17,2022-07-23,vivanuncios
"VENTA  DEPARTAMENTO EN JURIQUILLA, QUERETARO A ESTRENAR",/a-departamentos-en-venta/juriquilla/venta-departamento-en-juriquilla-queretaro-a-estrenar/1003812037790911126470609,a,Conin Real Estate,2369800,4.0,2022-03-03,8.0,2,2,2,0,6,-,Destacado,-,,20.6962,-100.45065,"['Recámara(s):2', 'Baños:2', 'Garage:2', 'Vendedor(a):Inmobiliaria']",-,regular,17,2022-07-23,vivanuncios
"Departamento en Preventa en Residencial Congreso, GAM, CDMX, 2 Recámaras",/a-departamentos-en-venta/bondojito/departamento-en-preventa-en-residencial-congreso-gam-cdmx-2-recamaras/1003689729350911285560109,a,RESIDENCIAL CONGRESO,1939800,1.0,2022-06-01,353.0,2,1,1,56,20,-,Destacado,-,,19.46526,-99.10889,"['Recámara(s):2', 'Baños:1', 'Garage:1', 'Terreno:56m2', 'Vendedor(a):Inmobiliaria']",-,regular,17,2022-07-23,vivanuncios
